사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Sep.19,6호선,2621,마포구청,20,0,6784,2084,13987,7577,41688,14550,56006,36789,34679,19260,23850,13743,21063,12501,22141,15843,20858,16765,18093,16872,19751,18607,22111,23054,24881,26326,37690,38162,19833,32501,13365,22109,13394,19618,10321,19279,4608,12618,708,4039,5,49,0,0,0,0
Sep.19,6호선,2622,망원,28,0,5573,994,10270,4711,28230,8515,41153,30708,26390,28416,19331,20273,18701,20234,21188,25308,22291,26277,21693,27290,22272,27927,24002,33251,27074,35878,36968,48194,25433,39354,19587,21348,19034,16643,16546,17543,8255,10891,1228,2958,4,62,0,0,0,0
Sep.19,6호선,2623,합정,13,4,4247,1524,7512,8249,16967,16334,26058,43850,20007,25441,15399,18967,16370,17171,18444,20082,20298,20960,21140,21187,23131,20544,26621,24740,33254,30398,48817,42336,32673,31317,27860,17097,32625,14051,29337,13685,15551,9658,2591,3043,18,39,0,0,0,0
Sep.19,6호선,2624,상수,8,0,3553,951,5768,3831,10160,7004,15132,27408,10137,35796,7717,21385,8789,18230,11328,19827,14010,23547,14733,18536,17085,18622,20720,21461,25952,26938,32953,35246,22547,28810,20835,16014,24220,12943,24610,11135,16394,8550,2922,2520,37,41,0,0,0,0
Sep.19,6호선,2625,광흥창(서강),9,1,2697,1373,7159,5150,19062,17357,25517,39247,16934,21110,14100,12493,13423,9387,14612,10981,13581,11398,12733,10876,14418,11941,16791,14001,20822,15821,31641,22199,15561,17859,10534,11383,9959,10447,7405,9705,2847,6523,385,1745,2,24,0,0,0,0
Sep.19,6호선,2626,대흥(서강대앞),9,1,2607,984,5487,4142,14728,14596,21514,40203,13456,20644,10483,20530,10390,13170,12831,13803,15158,14889,14302,12981,14603,12125,20559,14910,24049,16664,30026,24209,14793,17908,11800,10576,13142,9457,12111,8972,5377,6752,947,1923,11,21,0,0,0,0
Sep.19,6호선,2627,공덕,104,2,5007,2129,8821,9811,22129,32468,31515,100108,23063,48218,18713,25430,21238,19830,22369,20228,24268,21246,23592,20916,27292,21370,32315,23408,47559,29693,85988,42168,37161,30695,27882,17900,27422,16437,22175,15529,11444,10668,1606,4874,10,474,0,3,0,0
Sep.19,6호선,2628,효창공원앞,10,0,2475,568,4841,3253,15815,6959,25835,23219,14685,14534,9642,9948,9293,8091,10252,7870,10665,9361,9983,8405,10666,9415,12397,10290,14454,12711,21973,18148,11886,13613,7025,8665,6721,7824,5207,8153,2318,5371,331,2176,1,15,0,0,0,0
Sep.19,6호선,2629,삼각지,6,0,1949,911,3686,5246,7076,12289,11113,24747,9386,11357,6704,7355,8039,7428,9770,7580,11248,8085,11156,7135,13386,7354,15808,7770,20476,9303,26615,11860,12438,8843,9615,6116,9416,6305,7872,6706,4368,4770,799,1304,13,18,0,0,0,0
Sep.19,6호선,2630,녹사평(용산구청),22,0,1778,419,2579,4457,5436,9458,9765,15325,7619,8498,6252,7213,6386,7323,7213,8871,7853,9395,8140,10116,9224,9684,13349,12279,14840,14158,18195,18978,12988,14491,11082,8302,12622,6459,12172,5716,6771,4133,841,1384,8,7,0,0,0,0
Sep.19,6호선,2631,이태원,0,0,17521,1307,14256,6805,14863,11171,18483,32463,14819,24260,13055,19058,14133,19538,17874,23814,19834,25447,22776,24736,24788,26821,27799,32089,33851,41555,39296,54056,32486,50007,29221,34238,34157,29591,36987,26517,25238,23514,4097,9418,119,106,0,3,0,0
Sep.19,6호선,2632,한강진,10,0,1146,1543,1682,23945,3750,17721,5229,34972,4745,25397,3709,15351,4425,12901,5809,14321,7386,16837,8290,14229,12829,13157,26507,15959,30911,18853,31845,24031,22803,15328,19296,5552,22906,3978,19739,3272,6201,2271,587,2098,7,10,0,9,0,0
Sep.19,6호선,2633,버티고개,2,1,929,281,2066,1376,5477,2411,8434,5662,6152,3315,4091,2516,3746,2195,3669,2417,3715,2857,3060,3232,3506,3685,3431,4335,4896,5075,6312,6733,3727,5915,2608,3736,2083,3463,1597,3578,857,2612,140,773,1,11,0,0,0,0
Sep.19,6호선,2634,약수,2,0,1189,242,1780,2109,5112,5403,8246,17312,5620,9359,4781,6252,5180,4740,6067,5248,6058,5576,6102,5661,6216,5322,7055,6198,8711,7070,12516,9266,7551,6470,5697,4065,5589,3365,4485,3174,2350,1962,365,722,8,12,0,0,0,0
Sep.19,6호선,2635,청구,0,0,1583,530,2864,2519,7565,6512,10189,24404,6523,11997,4853,5321,5141,3926,5170,4180,5211,5108,4975,4640,5128,5185,5638,6050,7070,6829,12680,8800,8589,6588,5236,4320,4888,4172,3642,4027,1743,2358,290,1025,3,8,0,0,0,0
Sep.19,6호선,2636,신당,35,1,6683,1484,6962,6424,7862,15922,12297,42325,10956,22580,9540,14376,10707,10408,13079,10427,11824,11688,12928,9807,14137,9354,21126,10201,20116,12512,25705,15814,16523,22349,13522,12581,13568,8561,12218,7897,6356,11076,1076,2029,2,29,0,0,0,0
Sep.19,6호선,2637,동묘앞,72,2,3880,824,5040,4317,9529,10273,12848,27965,11649,22664,11329,16701,13331,17594,17239,17545,17891,19498,20475,18816,22217,18538,24337,17037,25885,16514,28919,17313,16478,13917,10217,9451,8181,8917,6534,9175,3097,9268,564,2405,2,49,0,7,0,0
Sep.19,6호선,2638,창신,26,0,2362,419,5045,2015,15225,6211,18610,8034,8890,3765,5584,3490,4795,3447,5135,3611,4998,4084,4468,3955,5164,4120,6382,5338,5326,5905,5348,8604,3820,7974,3160,5108,2437,5052,1749,5631,746,3485,109,1090,3,5,0,0,0,0
Sep.19,6호선,2639,보문,11,0,3555,811,7116,3067,20206,8900,32525,19186,17527,10847,11237,8355,10498,7146,11566,7975,11304,8041,10354,8568,10343,9527,12074,11208,13889,13581,17952,20376,9938,18251,7247,11813,6758,11503,5645,13122,3887,8962,633,3090,2,35,0,0,0,0
Sep.19,6호선,2640,안암(고대병원앞),20,0,2275,1639,3512,7552,9028,16515,13895,62434,12292,36428,13947,45180,16584,25170,18746,19604,20955,27721,21854,18573,32740,18797,42137,17809,49886,22340,48133,30280,28966,23398,24513,15785,25830,15234,26839,15026,17954,12088,3349,5305,5,222,0,2,0,0
Sep.19,6호선,2641,고려대(종암),25,0,3284,745,7067,6114,21258,11604,29108,33900,16689,16347,11633,19571,11589,12685,13649,11057,15585,14829,13358,11907,16884,12927,22898,13487,26716,17712,27623,26675,14217,22764,12164,12710,14670,13477,12126,13290,5312,10493,835,2939,7,109,0,0,0,0
Sep.19,6호선,2642,월곡(동덕여대),26,0,6746,983,12259,4145,42553,7699,47886,29600,25406,18471,18493,19242,17951,16179,18940,14756,19912,16806,19257,16596,20276,18159,25254,22477,25190,25861,29746,39991,16497,35686,12579,20604,11131,19662,8262,18952,4115,12938,649,3678,4,46,0,0,0,0
Sep.19,6호선,2643,상월곡(한국과학기술연구원),17,1,4425,587,8135,2729,24830,3914,27554,18555,15000,10241,10791,11653,9973,8072,10496,7420,10332,7735,9723,8085,9264,8373,11878,11079,11540,12098,12787,19209,7430,17913,4321,10719,6293,9468,3053,10740,1308,7435,232,2209,1,20,0,0,0,0
Sep.19,6호선,2644,돌곶이,14,0,5639,807,11530,3936,30663,6588,36529,17670,19477,11604,14210,9371,13179,8164,13143,10438,13361,10402,12303,11004,13003,12062,12560,15870,14695,18090,15381,26336,11324,24003,6924,14757,5886,12973,4665,12833,2565,9005,502,3234,7,18,0,0,0,0
Sep.19,6호선,2645,석계,927,7,7897,2229,19058,5334,51336,8759,58021,17307,32563,11824,22689,11598,19950,13039,20393,14812,19644,16370,17044,16662,16977,20929,19037,26558,20042,33494,19227,48350,13713,48928,9582,28654,8800,26677,7661,24337,4786,17232,991,5499,1,48,0,0,0,0
Sep.19,6호선,2646,태릉입구,33,0,3780,873,6874,3433,18531,5173,22259,11742,11914,9285,8727,7378,8068,10183,8636,6998,9288,8043,7911,8485,7980,9392,8698,11006,9626,14784,10165,22005,6625,20209,5147,12373,4584,12404,3604,12296,2167,9234,464,4368,2,64,0,0,0,0
Sep.19,6호선,2647,화랑대(서울여대입구),11,1,6018,771,19951,3547,65396,8398,62184,19061,31384,13515,20060,9553,18021,9006,18410,9556,17060,9390,15733,11286,18629,11745,21883,16858,23225,20353,20846,37729,9880,34550,6974,20924,5627,18263,4117,21185,1947,13850,223,4724,1,101,0,0,0,0
Sep.19,6호선,2648,봉화산(서울의료원),32,0,5325,1199,15764,3710,53353,6936,47650,12408,23186,7769,16588,6980,14675,7089,14328,9274,13194,9995,11478,11688,11238,12914,12524,16698,14319,19778,13243,31518,7339,33691,5409,20106,4547,17137,3710,18319,1617,11410,231,3736,6,506,0,0,0,0
Sep.19,7호선,2711,장암,2,0,1538,150,6293,1539,18247,1367,11336,1816,4952,2121,2944,2177,2477,1394,2679,1387,2539,1284,2682,1056,3186,1178,3513,1129,4204,1572,3467,2229,2333,2968,1170,1576,890,1190,471,1015,229,809,15,285,2,6,0,0,0,0
Sep.19,7호선,2712,도봉산,28,1,4372,625,15938,5406,54520,7230,41599,18477,23006,20450,14524,18697,13176,12893,13432,12459,13769,12945,12795,12994,14287,14688,17956,17392,17622,22005,14472,32663,7530,40880,4402,25212,3541,22706,2650,22814,954,16300,161,6628,2,1279,0,16,0,0
Sep.19,7호선,2713,수락산,27,0,9039,621,21398,5642,54013,8796,50125,18061,30806,18711,22503,16541,20243,14778,21523,16217,21131,15117,20134,15547,19974,18610,20285,24031,21366,27740,21475,41208,14316,45912,8919,29210,7394,23898,5284,23522,2552,16489,291,6338,8,152,0,14,0,0
Sep.19,7호선,2714,마들,17,1,9066,1429,21342,3846,61776,8278,56862,10677,31101,9639,21908,9354,18995,10476,20941,11870,17392,13450,14847,15041,15090,17801,15372,21644,14389,26155,12550,38544,8433,42060,5819,25431,4783,22014,3611,21827,1589,15365,256,5378,2,42,0,0,0,0
Sep.19,7호선,2715,노원,22,2,7754,2246,15194,8336,38885,20419,39624,43686,28716,43685,28374,33649,30757,30075,33506,33737,35161,38604,35410,39053,39525,39606,44036,43110,43759,48451,49125,64131,32858,56978,31453,30054,27510,23533,27782,20848,10471,15727,1887,5537,35,169,0,0,0,0
Sep.19,7호선,2716,중계,18,0,9310,2024,23145,5734,65948,18437,66482,31745,37545,19104,26277,14690,23568,14699,23985,15463,24521,17072,21017,17731,21752,19831,26118,23761,24747,29551,21867,45667,12453,47180,9769,29186,10856,25925,9445,24917,4341,16152,1032,5472,3,48,0,0,0,0
Sep.19,7호선,2717,하계,22,1,7665,1321,23377,6483,72928,19399,75978,28897,42893,25370,30418,19013,29669,19471,31512,24031,28583,27009,27716,25575,30478,27660,37820,31741,34714,37894,31516,57700,19660,59523,14421,35348,13875,31615,12441,31125,4565,21040,709,7226,3,53,0,0,0,0
Sep.19,7호선,2718,공릉(서울과학기술대),21,0,6400,1371,13758,4936,38270,13004,43310,31258,25251,19581,19060,15311,18139,12304,19518,15670,19559,17474,18532,15470,20061,18151,26383,21381,26577,26538,29503,39134,16515,39770,13096,23874,11881,21352,10480,20530,5999,15673,1098,5785,3,62,0,0,0,0
Sep.19,7호선,2719,태릉입구,120,0,6573,1634,7604,5373,20977,9668,26351,24778,17808,15987,12670,11472,11780,14804,13885,10632,15134,11283,14461,11472,17432,11747,19382,13586,22517,16433,24930,22054,14679,21878,9803,14304,9430,13650,7127,13993,3544,8906,618,3925,8,1223,0,0,0,0
Sep.19,7호선,2720,먹골,15,0,7003,775,12722,3253,39205,5382,45248,14375,26590,10113,17268,9073,14770,9405,16061,11082,16015,11621,14071,12441,13253,16318,14354,19390,15652,24237,17465,35112,10787,36084,7128,20771,6691,19162,4929,18259,2462,12320,486,3661,3,129,0,0,0,0
Sep.19,7호선,2721,중화,5,0,8493,948,15152,4436,39232,9715,49819,22866,28493,12892,18773,10779,16361,10347,17973,11657,16864,12816,14831,14077,14941,16976,16447,20222,18460,25706,20694,37346,13722,36521,9092,21786,8346,20994,6396,20284,2989,13074,565,4314,4,113,0,0,0,0
Sep.19,7호선,2722,상봉(시외버스터미널),301,7,10351,1565,17740,7892,53305,14523,68490,33209,36620,21179,23196,16676,21209,16657,22780,18430,23331,20229,21912,20952,22699,23100,25382,28167,31626,35806,36145,54097,26200,53843,18904,30651,18016,27915,14685,26152,7224,18587,1327,8044,17,105,0,0,0,0
Sep.19,7호선,2723,면목,53,3,11451,1201,23290,5287,59500,9614,75613,33380,40306,20571,26160,16095,22089,14072,23618,18289,22839,19686,20746,19445,22722,24045,27879,31669,25982,38831,24493,52388,19182,51981,12627,30919,11146,28903,9617,27239,4074,17850,597,5949,12,27,0,0,0,0
Sep.19,7호선,2724,사가정,30,0,10023,1744,20005,9644,50560,12307,65711,26607,39860,16496,26176,14984,22947,15768,24079,17457,23958,18483,21245,19856,21183,25129,23548,30665,26389,36936,26815,54971,19654,51328,14190,30707,12235,27103,10093,26451,4969,15558,915,5646,8,43,0,0,0,0
Sep.19,7호선,2725,용마산,4,2,5034,700,9920,3081,25385,4246,30944,9862,17159,6297,10099,5828,8750,5219,9087,6232,8148,7482,7218,7126,7649,9256,8629,10824,8716,13213,8526,20532,5574,19569,3677,11966,2973,11584,2120,11693,992,7513,217,2602,2,22,0,0,0,0
Sep.19,7호선,2726,중곡,5,1,5535,611,12328,6006,33411,11619,47267,20227,27496,11855,16695,9497,14633,8684,15832,9928,14842,10692,13020,11549,13013,14231,18496,16949,18946,20788,16083,30566,11553,29596,7290,17465,6315,16226,5024,16511,2151,10208,423,3217,10,29,0,0,0,0
Sep.19,7호선,2727,군자(능동),46,2,8412,829,13738,6780,35514,8961,57178,25736,36330,17915,21037,11568,18252,10802,19386,11651,19571,13553,18518,14446,18523,18126,21522,19131,25672,24413,33812,37239,21877,34134,16895,20197,16185,18903,14228,17275,6730,10933,1349,3992,15,108,0,0,0,0
Sep.19,7호선,2728,어린이대공원(세종대),11,0,3592,1124,6787,8912,18523,14494,31678,66169,21655,42258,14407,48667,17329,33823,20225,28321,24741,34363,29195,26375,33214,22159,43246,20277,53080,22902,49097,29783,28630,24564,22236,16006,22745,14978,21155,15699,12397,11230,2449,3860,7,47,0,0,0,0
Sep.19,7호선,2729,건대입구,39,1,4171,817,5129,7751,13321,19265,21040,44831,16622,34290,14289,28857,16300,24234,18305,27879,21184,28709,25549,28323,31442,26560,35248,28926,44428,35180,43281,51404,33566,38391,35810,19673,33603,16620,30497,13894,16466,8164,2571,4454,40,396,0,1,0,0
Sep.19,7호선,2730,뚝섬유원지,26,1,4985,664,8701,4186,21579,7043,31077,13739,21070,9253,12309,9073,10657,11405,11614,12797,12617,15178,12738,17303,13812,20620,15257,24473,17713,31072,20190,41234,19944,32912,20743,18247,25061,15480,23372,13081,11648,7621,1292,1995,27,45,0,1,0,0
Sep.19,7호선,2731,청담,20,0,2758,3886,7304,24555,12761,57501,18656,150515,15514,94241,14096,35645,17020,24903,18759,22297,19886,24243,22560,21513,32180,20232,37074,21262,55233,22528,103540,26461,61404,19038,34783,12476,32061,11314,27853,8681,8528,5228,1149,3554,7,21,0,13,0,0
Sep.19,7호선,2732,강남구청,12,0,1717,1460,4025,11238,7231,28686,10159,104839,9264,87303,9101,33689,11322,22132,13554,19370,16324,21365,19419,18325,25461,17186,26340,17993,36813,18754,80842,20277,48850,14712,31282,9092,30878,7715,23753,6018,9973,4462,1757,2083,13,22,0,4,0,0
Sep.19,7호선,2733,학동,3,0,3313,2021,5516,19280,9298,45823,12968,171820,11611,129433,11018,44212,13882,29530,17692,23525,21384,25621,26407,22304,32903,19574,37813,19614,55341,21367,147185,21899,74129,15365,38631,9282,35069,8495,26335,6820,10742,5402,1870,2011,10,19,1,6,0,0
Sep.19,7호선,2734,논현,12,0,3340,1343,5377,15076,9608,42516,16900,115569,15315,93110,12982,37195,14568,23710,16547,22240,18479,24964,21753,23215,25796,22624,29602,23235,46375,28356,98045,38121,59483,26027,38048,14247,40019,11665,37041,9746,19443,6170,3695,2643,34,36,0,6,0,0
Sep.19,7호선,2735,반포,1,0,1139,576,3567,6442,9852,12501,14359,22699,10042,18329,7358,10001,7023,10221,8181,11536,9144,10127,9245,9217,11365,9688,14679,10237,16441,11392,20235,13329,13623,10116,10862,6241,11911,5327,10140,5488,2907,3000,460,1013,7,5,0,4,0,0
Sep.19,7호선,2736,고속터미널,56,1,1875,2766,3374,22535,11135,39153,21271,60938,25266,44879,25695,34232,29610,31515,32252,30932,33844,32636,34247,31446,41306,27356,46856,26812,60195,31010,64737,34646,48874,23901,50002,13227,47141,11669,35679,6956,14331,4319,1832,1054,89,20,2,6,0,0
Sep.19,7호선,2737,내방,1,0,2361,1561,7121,10461,18150,21502,29240,78786,21150,42756,14820,20519,15766,14857,16881,15287,18461,17497,18968,17432,20152,17254,24295,18261,33189,22494,66454,30454,27363,22835,18541,13855,18786,11954,14320,11324,5451,7039,883,2875,7,401,0,7,0,0
Sep.19,7호선,2738,이수,25,1,5632,1160,9511,8964,27792,14075,45761,43527,28973,32043,21318,21064,20350,18969,22291,20321,24752,22806,24240,23112,25790,25042,27336,28833,30876,36024,45283,56475,27096,43355,25071,24800,27495,20976,24173,18174,13931,11139,2578,3795,35,182,0,2,0,0
Sep.19,7호선,2739,남성,5,0,5885,690,12569,4418,39914,6806,58709,17093,32718,13637,19745,11785,17094,12423,16990,12391,17500,14399,15064,13684,15690,17726,15836,20096,16259,25771,18756,38937,11167,33410,9261,20882,9321,19916,7035,18297,3628,12189,671,3706,8,40,0,6,0,0
Sep.19,7호선,2740,숭실대입구(살피재),40,1,6569,1013,13088,5170,40385,9390,56886,42853,32656,26378,21071,35854,20384,26084,20561,18018,22970,23255,23772,22046,23720,21316,35009,26012,37315,31672,31616,51325,20892,44656,17440,27036,20550,24373,17615,23686,13799,16728,2900,5257,14,45,0,6,0,0
Sep.19,7호선,2741,상도,0,0,4492,2794,11271,6791,33644,8227,45521,29096,27433,18965,17762,21892,16606,15689,17370,14854,17134,15221,16906,15795,18297,15816,23603,18943,24438,23440,25703,38788,14394,30880,11476,19919,13437,18515,10546,18560,6064,13199,1191,4044,4,33,1,3,0,0
Sep.19,7호선,2742,장승배기,12,0,7100,1067,11981,4365,32318,8595,46974,19508,29027,13836,18160,11563,16556,11249,16790,12377,16919,14113,14661,14879,14833,17405,15372,19465,16363,23421,18876,36245,11340,30548,8623,18183,8643,17919,8015,16553,3060,10743,550,3878,10,33,0,6,0,0
Sep.19,7호선,2743,신대방삼거리,20,0,9659,1323,17448,6735,52079,14379,82009,35007,44386,21075,27076,15513,23959,14965,24856,15800,23373,18310,21605,20210,21195,23261,23623,26861,25643,33607,32900,55943,18571,51542,14055,31224,11899,28768,10202,27936,4954,17898,713,6356,8,55,0,4,0,0
Sep.19,7호선,2744,보라매,29,0,5491,2209,6840,8384,20090,19057,30772,40977,18143,15085,12214,9836,12555,9425,12255,10810,12497,11545,12612,10794,14984,11237,18470,12736,20142,16966,32428,26160,13871,22395,9757,12860,9595,11879,7399,11426,2943,7350,482,2817,6,45,0,4,0,0
Sep.19,7호선,2745,신풍,42,1,10275,1932,14385,9371,36589,11657,48391,21562,29119,15005,18293,13449,16303,12409,17274,12490,17403,13226,15628,13403,15733,16284,19079,19084,20778,25850,21469,37515,13076,30056,8927,18269,7798,19421,6260,18573,2996,10760,530,3202,6,639,0,13,0,0
Sep.19,7호선,2746,대림(구로구청),92,2,12184,1082,8802,4185,16626,7756,23263,19749,19350,17716,15548,20287,15586,23759,17747,19728,19590,19118,20504,17760,21484,18659,22369,19806,23187,25610,25035,29295,17473,20846,13749,13995,11939,15602,8886,13155,5169,6760,664,1574,22,26,0,0,0,0
Sep.19,7호선,2747,남구로,7,0,18436,1717,15876,6665,32132,26368,37736,99801,27115,45597,19132,21327,17034,19178,17740,17288,18260,17802,17444,17288,19212,19638,21669,23563,33232,37127,76377,37353,38031,26693,20831,18136,16456,20068,10808,18374,5050,9982,744,2728,11,25,0,3,0,0
Sep.19,7호선,2748,가산디지털단지,709,2,8079,5291,8486,20369,20384,92892,22516,375362,18849,191946,17938,52676,22891,38553,29621,37017,36318,38310,40300,35529,51126,33548,63866,31513,142243,32736,300197,36425,135098,28456,74395,15307,66347,13371,34835,11684,15149,7820,1988,2913,11,31,1,3,0,0
Sep.19,7호선,2749,철산,13,0,10599,3233,28446,9158,92042,15418,100222,31829,53008,26701,35204,22133,31914,21537,32617,24867,30794,28092,28015,30895,28818,34132,31574,42185,36649,57918,40592,97088,25817,87284,21965,47859,21962,42086,18644,39169,8963,25126,1443,8560,20,64,1,14,0,0
Sep.19,7호선,2750,광명사거리,143,0,22734,5672,34026,12633,92614,17294,112587,28830,61865,26557,40842,25230,36996,27570,38253,30563,38200,33091,34557,34271,33860,41171,36548,49062,40651,60464,39707,93522,28072,81564,20900,47213,17007,43758,12106,39054,5692,25520,848,7257,16,138,0,7,0,0
Sep.19,7호선,2751,천왕,36,0,6556,943,14024,4775,43274,7867,51258,13474,26426,8887,16179,6908,13283,7528,13893,9382,12828,10953,11459,11310,12204,12875,15516,15787,14278,19977,13544,33159,8454,33664,5747,18959,4554,17281,3411,15391,1464,10641,271,3396,4,120,0,6,0,0
Sep.19,7호선,2752,온수(성공회대입구),70,0,7592,1035,15250,4727,48128,14359,57191,22840,25963,18424,14678,8248,12713,8423,13901,9786,13032,11657,11713,11272,14030,12500,19426,16010,20600,21315,17265,40154,8584,35928,6689,20646,6647,19787,4583,17065,2433,11040,468,5804,7,968,0,26,0,0
Sep.19,7호선,2753,까치울,2,0,3336,833,9871,3632,31829,5549,39475,10105,19824,5930,11561,5365,9696,6884,10158,7754,9973,8327,8883,8599,9444,9216,10705,13330,11084,17581,11729,28598,7514,24726,5429,16180,4663,14616,3306,13558,1429,7984,151,2133,3,17,0,0,0,0
Sep.19,7호선,2754,부천종합운동장,14,0,3451,972,6546,2512,20799,5461,24034,11488,11739,5154,6917,3994,6493,3419,6721,3600,6062,4229,5157,4628,5161,5311,6355,6276,8249,8469,10539,13452,6259,12805,3425,7813,2964,7024,1859,7003,860,4368,105,1679,0,13,0,0,0,0
Sep.19,7호선,2755,춘의,0,0,4521,1410,9711,5216,24785,26034,25312,48829,15097,15406,10639,8102,9550,6774,10336,7057,10296,8597,9714,7722,9946,9099,11306,10249,23500,13146,40613,18982,15960,19412,10890,12177,8760,11272,4846,10325,1914,6922,257,2433,0,23,0,0,0,0
Sep.19,7호선,2756,신중동,8,0,5254,1362,16853,4959,47076,13487,45115,42389,24815,29368,19085,16181,18383,14795,19371,16031,19291,17868,18424,16972,20104,19816,22132,21898,27965,29071,40868,43849,20350,47607,21219,23464,13886,19395,11706,18811,5540,14083,965,5270,12,37,0,0,0,0
Sep.19,7호선,2757,부천시청,20,4,5118,2247,15257,6431,42048,14451,39813,27276,20906,18948,15113,12728,15376,14340,16501,14956,16100,17930,15970,17905,18137,19846,21177,22465,25292,26686,27786,41294,19265,41495,19476,22132,16687,16702,13187,15098,5106,11651,791,3849,2,53,0,0,0,0
Sep.19,7호선,2758,상동,8,0,4548,1895,15420,6085,43394,12828,39543,29402,21909,26762,16604,18428,16112,19374,18966,20334,19752,22424,19873,23112,22050,21815,23756,25518,27336,32429,32281,44512,21863,45344,18849,24494,20894,19184,19391,16427,7217,12450,1316,4204,12,338,0,0,0,0
Sep.19,7호선,2759,삼산체육관,2,0,2915,413,9613,1642,25865,3075,24338,6913,13058,4062,8106,3928,7640,3953,7829,5124,7385,5916,6798,6579,7324,6410,7820,9046,7322,10999,7011,16373,4259,16992,2896,10497,2701,9180,1647,8683,888,6288,203,2104,1,478,0,0,0,0
Sep.19,7호선,2760,굴포천,2,1,6659,513,15294,3511,37937,5190,37837,11244,21559,9438,14071,7735,12935,7895,13586,9524,12658,11152,11309,12178,11422,12085,11874,17915,13545,22979,14904,37223,9242,37844,6768,22722,6624,18473,5616,17625,3103,10969,439,3947,3,789,0,0,0,0
Sep.19,7호선,2761,부평구청,47,0,8056,885,21949,5240,65195,10663,52724,12668,28517,7076,17658,6039,15578,6584,15463,7477,13888,9260,12137,9731,12036,12019,12894,14684,17865,18561,16937,34673,10442,36942,7604,24343,6501,20077,5065,19480,2048,12842,327,4856,2,1526,0,14,0,0
Sep.19,8호선,2811,암사,13,0,12886,911,23866,6757,81783,8645,102632,17751,52241,14289,30031,11590,26087,13323,26159,17105,25242,17550,21285,21000,19881,26559,21852,30479,24127,41657,24060,64513,14845,57176,10658,34015,8894,32956,6097,31528,2644,18679,538,4934,5,844,0,16,0,0
Sep.19,8호선,2812,천호(풍납토성),62,0,10794,1680,17817,10350,48055,18057,66986,30924,40199,28052,24285,21702,22985,21599,24453,23744,25539,27808,23380,27260,24348,34310,27102,39508,32344,47861,38828,74574,26172,60860,21401,33460,16740,30873,14102,27206,6754,16952,1269,5677,21,429,0,1,0,0
Sep.19,8호선,2813,강동구청,13,1,4585,955,10322,5181,32143,13117,41712,32470,24484,13360,15898,11247,14398,10235,14711,9879,15126,13485,13752,13476,13726,15254,15553,18798,18628,22709,26605,33331,11688,27210,8306,16929,6971,15413,5196,15888,2030,8443,333,2932,4,19,0,0,0,0
Sep.19,8호선,2814,몽촌토성(평화의문),0,0,1440,1129,3155,4532,9190,8803,13410,26219,8824,14693,6601,9002,6867,9559,7571,10272,8306,10124,9109,9764,11044,9600,11806,10184,15485,11320,23076,14172,12000,10868,8329,6940,8273,5675,5789,5728,2356,2961,376,1052,5,10,0,0,0,0
Sep.19,8호선,2815,잠실(송파구청),15,0,1468,2002,3733,9393,8092,28024,13514,70976,11048,41943,10052,26527,12567,30352,15305,32408,19789,31418,23786,31465,29920,31454,34021,31434,43389,35101,63931,41838,40613,27071,37060,13032,33386,9627,27911,7487,9241,3756,1305,1432,7,71,0,0,0,0
Sep.19,8호선,2816,석촌,0,0,2953,633,5837,3609,17008,7671,26074,21738,15220,17199,10780,11620,10607,10975,11664,11974,12150,13586,11302,13010,11862,14818,13019,15600,15143,20008,18974,28402,11045,22228,8602,13355,9221,12256,8107,11108,3198,7026,509,2331,8,116,0,3,0,0
Sep.19,8호선,2817,송파,1,0,2986,727,10638,4305,34489,14656,40442,19280,23841,10683,16116,8196,14452,7899,15319,9037,13991,11523,12720,12408,14153,13428,18010,17116,16188,20095,18534,29995,9800,26482,6815,16211,5805,16253,4265,14368,1752,9613,240,2357,1,230,0,0,0,0
Sep.19,8호선,2818,가락시장,14,0,2414,2245,4791,5987,10427,12871,13610,36760,10972,17832,10394,13109,11450,12489,11559,11538,12358,12433,13014,12291,14116,11994,14968,14160,17568,15987,26862,21986,13067,17125,10617,10804,11845,8945,9282,7827,4213,4768,803,2309,4,464,0,14,0,0
Sep.19,8호선,2819,문정,5,0,2337,2303,6311,9376,24284,34778,31923,151178,20320,67908,16657,26872,17317,18348,19180,18358,21995,20463,24323,17937,27445,19184,28782,20439,47781,23106,113698,31140,41471,26220,25645,15753,23639,13240,19599,13810,6788,7470,909,2467,6,13,0,0,0,0
