사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Sep.19,분당선,1861,보정,27,0,1074,129,3415,1311,10104,2471,11952,7284,7756,2343,5877,1546,4705,1842,4069,2307,3784,2547,3429,3029,3767,4251,4312,4597,5980,5331,3909,6460,1965,6148,1449,4376,1226,4026,1014,3951,404,2391,45,747,2,6,0,0,0,0
Sep.19,분당선,1862,죽전,1643,6,4553,848,14828,7417,46225,17065,44028,34073,27705,27913,20921,30673,20580,23299,21817,23439,22829,26486,23363,24628,27937,26928,30710,30615,36174,38676,39158,49079,28345,46157,29861,29720,17289,25970,12749,27853,4759,19718,111,9805,0,17,0,0,0,0
Sep.19,분당선,1863,구성,86,2,2634,383,7255,2592,22673,4466,23193,8360,14206,4338,9655,3554,8020,3980,7300,4204,6684,5077,5692,6100,6196,7943,6395,9892,7471,12258,8303,18023,4258,17440,3071,10531,2699,9622,1768,10800,745,6408,30,1684,0,8,0,0,0,0
Sep.19,분당선,1864,신갈,80,1,2748,356,8099,1920,19615,2422,21880,6804,13074,4502,9010,3909,8265,3729,7629,5142,7146,5785,6530,6749,6599,7688,7430,8266,7349,11559,5715,15928,2937,14708,2077,10329,1887,9054,1368,8844,846,6413,112,1453,0,5,0,0,0,0
Sep.19,분당선,1865,기흥,181,3,5067,778,14244,4055,39786,8537,42355,25285,23338,10664,16338,8220,14961,9944,15343,11043,14497,12557,13915,12847,14671,14235,18251,16269,20684,23542,20338,34270,12910,35034,10105,23676,9491,18924,8336,17967,3319,14778,517,3383,3,9,0,0,0,0
Sep.19,분당선,1866,상갈,71,1,2889,413,8968,2655,21856,6736,24899,11277,14744,5428,10664,4790,8734,5193,8171,5850,7852,6618,7278,6645,7080,7803,8542,10029,11342,13791,11485,16570,7091,16176,4363,12604,4092,10717,2173,10365,863,7508,114,1539,0,6,0,0,0,0
Sep.19,분당선,1867,청명,37,0,2005,834,6305,1564,18806,5501,19140,9732,10110,3822,6549,3181,5933,3234,5871,4240,5876,4935,4934,4765,5855,5226,7220,7699,7951,9316,9532,13073,4561,13640,3083,8987,2514,8039,2534,7312,874,5041,140,1248,0,1,0,0,0,0
Sep.19,분당선,1868,영통,72,0,2259,1283,7623,3766,19600,9550,21415,28745,13701,19910,11435,13875,11595,13129,13225,13441,14409,13901,13826,13422,16460,14182,20290,17148,25336,21641,29846,29031,15934,24185,13805,15673,14446,15446,14909,14457,6515,8396,896,2657,3,8,0,0,0,0
Sep.19,분당선,1869,망포,80,1,4277,2462,17798,7586,51683,19540,51104,37720,26097,14834,17274,8441,16552,9672,17009,10219,15740,11951,13917,12574,15269,16335,18852,18538,28982,28388,41508,41268,21702,42525,16342,28275,14471,23704,11268,22789,4529,13020,493,4136,0,7,0,0,0,0
Sep.19,분당선,1870,매탄권선,103,1,2329,649,7788,1613,18485,4252,19866,10555,10727,5148,7068,2974,6545,3121,6912,3567,6082,3862,4993,4968,5734,6012,7011,7291,9479,11726,9399,16043,4874,14578,3514,9811,3199,8766,2510,8458,952,5514,121,1548,0,0,0,0,0,0
Sep.19,분당선,1871,수원시청,490,14,6137,1508,10327,5306,24333,14433,25142,41138,14458,29639,12154,15931,13795,17799,17304,15917,16856,18367,16850,17223,19223,17032,23287,19509,27573,28379,35143,40172,21140,37394,20620,22649,19654,19447,16227,14930,7104,12242,709,3073,8,10,0,0,0,0
Sep.19,분당선,1872,매교,325,1,2093,418,3268,1171,7342,5411,8872,10060,5189,3567,3434,2600,3085,2680,3508,2698,3183,3151,2880,2884,3391,3204,4701,4523,7737,5861,5410,8249,2557,5704,1717,3519,1688,3363,2051,2965,410,1914,21,524,0,2,0,0,0,0
Sep.19,일산선,1948,원흥,196,8,5709,519,13412,6008,38579,5664,40440,10642,23421,8032,15813,6442,13314,6578,13124,8713,12619,9440,10571,10526,10683,12128,12247,14659,14044,19946,13923,27482,7540,30335,5427,18978,5625,17039,4336,16970,2053,10735,433,4251,5,85,0,0,0,0
Sep.19,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep.19,일산선,1950,삼송,573,9,7198,1427,24775,11034,70559,13502,70785,30104,39546,20005,29460,17532,25508,18704,25761,22242,25839,23466,22926,24442,23996,28251,28733,31282,34740,39171,32778,55760,21493,54919,15346,33469,13366,32554,14250,27271,3799,15017,563,4798,1,179,0,0,0,0
Sep.19,일산선,1951,원당,238,2,9015,1008,21145,6250,49015,8502,49299,13726,29822,10882,22257,9638,19790,11694,19588,12601,18674,12740,15699,14650,15236,17606,16166,22114,17653,27515,16750,37029,10319,38078,6887,25010,5833,21990,3621,22180,1710,13413,176,3630,2,24,0,0,0,0
Sep.19,일산선,1952,화정,114,3,10003,1593,23993,7570,59477,13164,59102,34078,38723,28039,32175,23053,31251,24510,32830,25691,33184,29278,31646,30397,32024,36732,33124,39893,34690,49367,33548,63264,21159,58831,16689,36130,18965,31451,15969,30875,7597,17847,1175,4559,1,24,0,0,0,0
Sep.19,일산선,1953,대곡,24,1,662,389,2303,1013,6556,1793,6291,3464,3479,1980,2353,1574,2392,1706,2437,1747,2346,1765,2410,1978,2433,2226,2897,2440,3770,2586,5236,4011,2281,3644,1347,2050,1300,1976,815,1798,503,1536,99,703,0,3,0,0,0,0
Sep.19,일산선,1954,백석,76,1,4217,2303,9979,7166,24330,13159,25486,27597,19419,18155,17256,16153,18319,14696,18594,16948,18198,19412,18193,18122,20960,19222,22147,21777,24776,23431,29278,27525,17405,29540,13343,16646,13668,13610,9956,13193,3865,8552,589,3104,0,18,0,0,0,0
Sep.19,일산선,1955,마두,43,4,2857,1594,9550,6025,18266,8454,17765,21984,14859,16368,14256,13494,15050,14394,14318,12304,14632,15522,14606,14746,15097,15331,17808,15559,17515,15899,22026,19625,11159,19167,7566,11280,6809,9426,5823,9427,1655,6346,229,2353,1,12,0,0,0,0
Sep.19,일산선,1956,정발산,65,1,2328,1092,5063,3557,9080,6264,10732,19904,8922,21909,9158,16349,11356,16242,13217,16583,15439,18688,16621,16990,17976,16030,20169,17062,21837,18018,27150,22794,15555,19284,15878,10918,11917,8055,11250,6623,4197,4858,647,1671,1,25,0,0,0,0
Sep.19,일산선,1957,주엽,76,1,4800,1327,15976,4088,27201,8772,26971,16222,21051,14008,18945,13053,18009,13375,17712,13510,16945,17977,15774,16845,16429,19315,18580,21203,18278,22665,16826,26736,9578,27971,7839,16675,6615,14316,6402,12869,1583,8966,187,3513,0,171,0,0,0,0
Sep.19,일산선,1958,대화,141,0,6520,1485,28055,5959,72606,17221,51441,29268,35479,17582,28185,14404,24851,14089,24417,15344,22214,17729,20785,16918,22251,19186,26489,19538,30636,27042,29115,31317,15711,34921,10978,24767,8868,20754,5928,20358,2279,14804,339,5563,5,1136,0,0,0,0
Sep.19,중앙선,1015,회기,830,6,11584,3870,22149,14487,59234,31011,74543,74419,51099,52721,41435,46595,41906,39059,47637,39071,48346,43276,47772,41345,55361,39151,66663,42751,75882,58023,71171,82222,42282,68412,35301,45135,37417,47507,34739,45565,18847,32989,1232,9667,1,28,0,0,0,0
Sep.19,중앙선,1201,중랑,109,2,5714,503,9099,2702,24139,3861,22537,6798,13678,5342,11140,5127,9073,5077,9493,6562,9279,6749,8032,8056,7899,10075,7905,11296,7826,13475,8616,20732,5697,18340,3873,11269,3480,9549,2399,9390,1086,5526,76,1326,0,1,0,0,0,0
Sep.19,중앙선,1202,상봉(시외버스터미널),596,7,6619,794,8558,2549,22097,5078,23843,8687,13492,6508,10285,5623,8619,6292,9485,7033,8359,7901,8366,8001,8462,10027,8959,10935,9855,14757,11082,19927,6971,20221,6230,11657,5167,10472,4098,10547,1689,6630,292,2152,0,10,0,0,0,0
Sep.19,중앙선,1203,망우,387,3,7501,738,12285,3568,32323,5550,26856,15233,16912,10210,13569,10339,12030,9960,13510,11015,13518,11946,12171,12606,11857,15134,14274,17496,14148,19686,15166,26444,9966,25235,6909,13513,5798,10950,4357,10958,1860,7716,87,1816,0,0,0,0,0,0
Sep.19,중앙선,1204,양원,60,0,1478,218,2061,1647,6059,10051,4152,5910,3101,2559,2467,2183,2409,2317,3009,1847,2917,2916,2678,2342,3430,2548,7241,3041,3689,3082,3028,3856,2032,3896,1290,2599,992,1649,681,1812,145,1108,17,215,0,0,0,0,0,0
Sep.19,중앙선,1205,구리,845,11,8395,1997,19824,6300,61849,12641,49644,21286,28242,19614,22081,16090,21627,16166,22208,15916,21106,20389,19647,20233,19747,20975,22913,28657,25427,35091,24585,47182,15590,47726,14189,28370,9541,22722,8180,23346,2961,15613,255,3867,0,2,0,0,0,0
Sep.19,중앙선,1206,도농,962,6,6410,1147,17882,4056,52509,8755,44482,14645,24843,8019,18797,6503,16693,7125,15269,7877,13833,9531,11684,11955,11200,11490,15038,19345,16539,21040,13404,31317,7270,32916,5021,19771,3837,17611,3230,16055,1347,11559,219,4464,0,0,0,0,0,0
Sep.19,중앙선,1207,양정,135,1,354,273,885,1116,2750,2294,2093,3434,1371,1546,1257,1175,1295,1146,1220,696,1538,1090,1471,922,1574,1127,2247,1063,2810,1231,3428,1809,1491,1419,649,842,469,709,238,699,71,440,13,181,0,0,0,0,0,0
Sep.19,중앙선,1208,덕소,1460,6,3500,667,10456,2097,27489,4174,26551,7752,16295,5581,12644,6072,11611,5896,10165,6409,10042,8549,8842,8273,8166,10825,8635,13135,8921,15694,8293,18805,5134,23311,3954,13451,3022,10211,2475,11526,1116,8298,219,3253,0,2,0,0,0,0
Sep.19,중앙선,1209,도심,6,4,1850,468,5736,1379,15681,2004,12011,5559,6873,2186,4954,1819,4148,2313,4232,2089,3863,2328,3099,2469,3206,3996,3463,3436,3822,5694,4056,7224,1846,7171,1365,3959,1212,3884,926,4392,368,2700,52,896,0,8,0,0,0,0
Sep.19,중앙선,1210,팔당,3,0,224,139,650,632,1467,1074,1457,2216,1128,4081,1249,2681,1229,2903,1296,2622,1676,1638,2129,2013,2644,1834,2913,1744,3039,1866,2606,1997,2191,1310,1604,733,1510,593,987,515,138,252,21,87,0,0,0,0,0,0
Sep.19,중앙선,1211,운길산,5,0,245,122,941,712,1800,1046,2158,1544,1301,2446,1311,3022,1477,2577,1495,2199,1927,1524,2391,1655,3044,1416,3152,1468,2760,1280,1906,1381,1105,1529,847,816,462,821,177,767,63,530,3,157,0,0,0,0,0,0
Sep.19,중앙선,1212,양수,0,0,824,288,2329,1045,7332,2542,4732,3617,4427,4173,3861,4267,3675,4379,3545,4269,3936,4194,4575,4090,5359,3825,6465,4460,5412,4967,4361,4235,2556,4227,2088,4090,1097,3140,586,3255,251,1308,28,801,0,1,0,0,0,0
Sep.19,중앙선,1213,신원,0,0,112,7,218,214,576,393,545,670,471,541,374,632,479,486,568,313,558,383,607,314,812,293,807,359,513,389,553,415,285,288,141,256,60,214,45,175,16,107,0,45,0,0,0,0,0,0
Sep.19,중앙선,1214,국수,1,0,514,21,1297,288,2513,617,2172,2411,2023,1258,1538,1233,1461,1362,1424,1257,1483,1169,1951,1120,2310,1446,2326,1698,1620,1413,1046,2097,537,1596,422,1799,315,1033,100,1230,86,850,14,274,0,4,0,0,0,0
Sep.19,중앙선,1215,아신,4,0,487,41,985,251,2378,748,1715,1950,1538,1065,1388,1263,1297,1552,1249,1088,1398,1299,1376,1227,1374,1389,1949,1033,1887,1745,1369,2001,909,1639,597,1364,442,1190,278,1272,100,732,27,379,0,1,0,0,0,0
Sep.19,중앙선,1216,오빈,0,0,243,6,525,262,1126,276,997,613,926,376,764,497,600,482,609,406,610,441,565,430,574,743,596,559,675,977,519,998,255,700,171,522,78,489,30,505,21,254,1,132,0,0,0,0,0,0
Sep.19,중앙선,1217,양평,71,2,1516,97,3017,1954,10109,4063,6320,8436,6129,5820,6411,6200,6108,7884,7503,6904,7610,5676,7751,6986,8504,6908,7941,6778,7938,8974,7260,7026,4213,7104,3292,5598,2941,3687,2078,3325,948,4571,150,1651,1,8,0,0,0,0
Sep.19,중앙선,1218,원덕,63,9,317,7,543,149,1301,496,1327,720,1219,735,1064,628,770,951,820,777,812,495,908,792,1150,847,1074,811,755,1252,667,962,434,691,263,665,106,825,42,515,19,412,1,206,0,0,0,0,0,0
Sep.19,중앙선,1219,용문,254,1,1105,19,2794,744,4457,2386,5362,4699,4156,3448,4644,5137,4181,10408,5940,10015,7290,5317,8510,6444,9706,5764,9408,4166,5957,5387,4400,4574,2553,3360,1515,3828,1009,2202,532,2324,159,2137,2,1050,0,12,0,0,0,0
Sep.19,중앙선,1220,지평,0,0,0,0,0,0,355,338,228,110,1,0,416,352,0,0,0,0,3,0,0,0,26,2,889,457,1,2,46,71,120,174,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep.19,장항선,1401,봉명,15,0,928,313,1655,950,2704,3671,2866,3708,3151,3788,2625,1456,2873,3005,2689,1388,2295,2655,2462,1759,2539,2281,2942,1888,3328,1780,2139,3214,1468,2022,1213,1327,820,1242,698,1239,358,735,91,486,0,0,0,0,0,0
Sep.19,장항선,1402,쌍용(나사렛대),16,1,1669,206,3918,730,8377,1943,7295,6449,5894,4622,3557,3430,4027,4325,3694,4615,4456,4523,3682,2439,5728,5019,5251,3899,6304,5755,5617,7012,3272,5873,3404,4291,2425,3170,1685,3213,837,2988,210,1430,0,0,0,0,0,0
Sep.19,장항선,1403,아산,7,1,721,617,2070,2563,7805,4681,6189,6291,5827,5771,3947,5350,4877,5875,5528,4066,5386,6480,5907,3637,8513,6871,6514,3338,8762,9131,11113,7037,7706,7055,5883,5363,6273,3551,3904,2771,2351,2157,687,999,0,0,0,0,0,0
Sep.19,장항선,1405,배방,9,0,913,107,1507,697,3434,1049,3153,1626,2973,1126,1708,1198,1602,1681,1618,952,1730,1825,1603,1089,1707,2385,1515,1493,2154,3750,2221,2869,1501,2358,1154,2493,935,1494,568,1284,399,1571,151,630,0,0,0,0,0,0
Sep.19,장항선,1407,온양온천,19,0,2179,712,4601,2837,9835,5035,11851,8350,11173,7479,8255,10280,9439,12650,11353,10987,10751,8616,13574,10315,10095,11076,10559,7827,8700,10473,9080,12001,5178,7985,3988,7907,2865,5630,2165,3916,1352,4195,323,1709,0,0,0,0,0,0
Sep.19,장항선,1408,신창(순천향대),39,2,829,134,1339,461,2785,3172,2354,10710,3202,8439,2403,5032,3788,3349,5638,4903,3889,2656,7177,4298,5847,2698,12453,3980,8496,3656,8317,4381,3310,3958,2980,4568,2214,4000,2157,3903,971,2323,168,1187,0,0,0,0,0,0
Sep.19,경의선,1251,서울역,12,0,894,23,1022,6837,2466,20775,3433,46817,2071,12432,1937,7144,2257,5764,3221,6691,4008,3712,4934,3667,5637,3151,8220,3534,14383,6984,29724,6260,12040,4025,10284,3270,4473,1286,1175,218,2557,1294,25,150,0,0,0,0,0,0
Sep.19,경의선,1252,신촌,2,0,208,4,353,1002,494,2790,675,8809,622,3309,628,2664,768,1595,1051,2111,1179,1553,1369,1298,1489,1007,2514,1030,4098,2162,4454,2597,1973,1450,2147,952,1713,385,1625,158,709,434,5,89,0,0,0,0,0,0
Sep.19,경의선,1261,효창공원앞,3,0,691,205,1964,1807,5019,4421,6918,15844,4511,9703,3294,5582,3357,3737,3947,3689,4051,3754,4094,3798,4906,3667,6532,4458,7265,4942,13195,7394,6540,5967,4178,4291,3641,3905,2821,4170,1227,2462,120,573,0,3,0,0,0,0
Sep.19,경의선,1262,공덕,32,1,637,165,1906,1794,5110,6989,5812,18742,4948,7998,4460,3657,4951,3414,5043,3660,5002,3233,5041,3461,5509,3621,5925,4364,8780,5111,17305,7465,8027,5232,6165,3648,5912,3416,4789,3091,2393,1912,281,598,3,3,0,0,0,0
Sep.19,경의선,1263,서강대,0,0,496,160,1641,1435,2803,4485,3421,8972,2877,6935,2641,5862,2653,4002,3094,3620,3758,3761,3596,3690,4080,3214,5504,3401,6084,4163,6993,4652,4482,3916,4202,2457,5457,2253,4610,2066,2005,1240,185,311,0,4,0,0,0,0
Sep.19,경의선,1264,홍대입구,3,1,589,114,1018,771,1477,2103,1709,5836,1573,5830,1551,3826,1450,3647,1811,5009,2253,4602,2561,4881,3083,4689,3665,4542,5237,5760,7087,7158,5272,5465,5100,3336,6289,2568,7202,2099,3332,1786,225,460,3,11,0,0,0,0
Sep.19,경의선,1265,가좌,6,0,2697,270,7198,3084,19746,3713,23824,8034,12177,8016,9141,6880,7817,5661,8653,7361,8125,7393,7200,8162,7790,8847,9343,9886,9656,11895,9860,15632,5765,15641,4386,8499,3742,7590,2975,5738,1165,5187,41,1040,0,13,0,0,0,0
Sep.19,경의선,1266,디지털미디어시티,0,0,881,284,2468,1462,8695,2311,8315,4515,4764,3909,3755,2548,3367,2364,3648,2743,3346,2884,3429,3157,3566,3272,4454,4023,5324,5373,5580,8222,3287,7207,2319,4217,1999,4116,1792,3608,1007,2745,111,590,0,2,0,0,0,0
Sep.19,경의선,1267,수색,2,0,739,291,1631,3506,2497,4433,3051,15966,2721,8690,2197,4115,2246,2432,2439,2631,2767,3125,2628,2598,3214,2404,4365,2990,7023,3113,13556,2890,5795,2344,3281,1628,2499,1463,1903,1099,775,844,37,257,0,2,0,0,0,0
Sep.19,경의선,1268,화전,0,0,609,427,1415,1096,3878,2074,6162,10384,3648,9121,3836,11109,3934,4392,4180,3517,4155,7305,5724,3839,5960,2974,10384,3388,10175,3617,9826,4117,5106,4687,3503,3356,2889,2941,2747,2731,2257,2565,168,1251,3,6,0,0,0,0
Sep.19,경의선,1269,강매,0,0,1767,264,5702,1051,18509,1201,15948,3383,7698,1327,5236,1323,4135,1661,3816,1888,3386,2328,2810,2686,2643,3570,2710,4473,3140,6262,3660,8807,1672,10356,1228,6240,952,5392,513,5055,316,3492,12,1471,0,9,0,0,0,0
Sep.19,경의선,1270,행신,0,0,3425,1110,12618,5130,41774,5203,35173,10715,17551,7066,12704,4873,13179,6437,11831,7479,9775,9138,8439,8588,7938,10498,10560,13988,12969,19063,11348,33592,7305,31512,6628,15205,5590,14868,5751,13579,2823,8883,582,3336,2,24,0,0,0,0
Sep.19,경의선,1271,능곡,3,1,2578,392,6544,2196,17145,2970,16472,6416,9504,3755,6721,3492,5879,3625,5775,3869,5572,4113,4671,5017,4585,5562,5117,6438,5845,8726,6074,10578,3614,10508,2558,6940,2080,6232,1385,6015,711,4123,54,2170,0,25,0,0,0,0
Sep.19,경의선,1272,곡산,0,0,247,278,645,621,1866,1411,1553,2549,1103,838,812,677,927,710,759,750,852,725,958,800,1164,694,1031,860,1402,915,1817,1546,650,1171,433,827,352,674,236,666,154,370,8,94,0,3,0,0,0,0
Sep.19,경의선,1273,백마,2,0,3422,1073,14519,2928,36446,7131,28616,12053,15418,5746,10636,5063,9752,4448,9913,5878,8410,6778,7445,7644,8086,8052,9215,11172,10590,12463,12051,23843,5715,24428,4073,14891,3904,12368,3651,11682,1131,8852,165,2177,1,9,0,0,0,0
Sep.19,경의선,1274,풍산,12,1,3462,353,9568,2086,24582,4056,20363,7478,13135,5574,9062,4809,8461,5375,8044,5742,7581,6349,7032,6109,7580,7453,7905,8758,8482,11503,8378,17918,5105,15980,4015,12035,4527,10044,3118,8842,1027,7091,119,1725,0,16,0,0,0,0
Sep.19,경의선,1275,일산,16,1,6238,893,20037,2992,50937,7038,35407,17701,21281,8264,14817,7201,13816,7918,14052,9291,12062,11268,11303,11582,11669,13152,13948,16932,14331,20738,12386,31288,7428,34108,5587,20562,4695,17805,4123,16603,1427,9415,246,4874,2,19,0,0,0,0
Sep.19,경의선,1276,탄현,52,1,5201,559,16359,3070,42558,6333,28494,10161,16972,7052,12671,5180,11382,5759,11077,7352,9505,7799,9039,8246,9581,10637,10365,11903,10908,18899,12520,25955,6796,30975,5542,17551,4923,15789,3836,13868,1532,7304,250,5145,3,18,0,0,0,0
Sep.19,경의선,1277,야당,23,0,3921,236,11748,2715,22155,4113,20485,7123,11676,6084,9412,3873,7848,4562,7550,4852,6629,5720,6225,6429,6980,7589,7352,8720,9032,14817,8241,16549,5334,19777,4645,10614,4535,10754,3800,9738,1777,5300,382,3465,3,27,0,0,0,0
Sep.19,경의선,1278,운정,56,1,2952,290,15562,3789,30626,5537,26510,8297,14461,4734,11069,4287,9052,4755,8672,5672,7844,5892,6619,6713,7155,8793,9198,11613,9308,15971,9108,19834,5167,21103,3841,11866,3074,11628,2333,10878,745,6174,90,3165,0,16,0,0,0,0
Sep.19,경의선,1279,금릉,89,0,2914,357,8222,2208,17873,5031,14323,9659,9959,5468,8179,4640,7736,4179,7999,4430,7548,5566,6453,6016,6514,7464,7220,9626,9278,12979,9458,15223,5656,15654,4428,8355,4136,8145,3427,7496,1077,5644,135,3039,0,6,0,0,0,0
Sep.19,경의선,1280,금촌,129,5,3564,296,10341,4432,21445,10369,22864,16644,14527,10688,12878,9238,12117,8386,12992,10572,12926,9846,11641,11167,11587,12133,13755,14470,14484,17932,17317,19612,9987,19965,7053,11999,5683,10823,3762,8472,1327,6774,210,3048,3,15,0,0,0,0
Sep.19,경의선,1282,월롱,18,0,459,16,883,2573,2597,9955,2942,15792,2271,6181,1949,3425,2555,1881,4321,3919,3609,2459,3015,2066,5889,1895,8157,2459,10119,2784,13389,3062,4891,3345,3830,3067,2595,3025,921,2617,246,2221,19,940,0,2,0,0,0,0
Sep.19,경의선,1283,파주,122,1,863,28,1601,653,3228,2630,3867,9748,2636,5687,2368,3194,2857,1575,3825,2345,2786,2553,3288,1307,5113,1518,6483,1538,8262,1687,5668,1819,2121,2096,1538,1646,1388,1363,676,1426,176,1050,10,423,0,1,0,0,0,0
Sep.19,경의선,1284,문산,1046,3,3317,15,9054,3420,18751,7395,19778,14844,12915,7372,10448,8196,9746,7955,10128,8413,10599,8820,10143,8456,10372,11417,11744,11519,14026,11960,12649,16552,6913,15891,5063,11703,4207,9891,2301,6786,398,6447,0,3716,0,15,0,0,0,0
Sep.19,경의선,1291,서울역,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sep.19,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep.19,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep.19,경의선,1297,검암,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep.19,경춘선,1311,신내,15,0,414,257,1203,859,2580,3378,2453,2902,1514,1157,1279,1066,1140,970,1192,951,1112,1011,1081,1357,1225,1299,1993,1447,1844,1842,1800,2264,1256,1827,831,1094,720,863,518,634,263,319,1,84,0,0,0,0,0,0
Sep.19,경춘선,1312,갈매,19,0,1459,337,3523,1229,15413,2514,10196,5596,6946,2391,3735,2693,2827,1767,3158,1890,3138,2456,2984,2888,3096,3576,3840,3298,4281,4918,4497,6232,2439,10234,1899,5102,2281,3012,1466,3705,697,2293,17,676,0,0,0,0,0,0
Sep.19,경춘선,1313,별내,44,1,957,919,2445,2637,9546,3719,8661,7011,5126,4663,4020,3029,3494,3204,3756,3164,3552,2851,3818,3610,4451,4313,5111,4361,6579,5883,5791,6391,3439,7854,2831,4382,2605,2688,2241,2896,1197,1893,34,396,0,0,0,0,0,0
Sep.19,경춘선,1314,퇴계원,25,0,2819,684,5808,1470,20513,3537,14908,5129,10226,2900,7062,2780,5152,2929,5758,3526,5543,3696,4141,4282,4253,5160,4542,6529,4897,8135,5904,13036,3338,11847,2306,7761,2062,5827,1410,6402,638,3773,40,1061,0,0,0,0,0,0
Sep.19,경춘선,1315,사릉,41,0,1992,948,6031,2237,19218,6485,15564,7079,8304,3058,6169,2950,4921,2728,5012,2868,4562,3177,3895,3801,4200,3550,4314,6918,6157,7143,7401,10695,3561,13845,2126,6153,1783,6158,1127,6169,430,3596,48,1089,0,0,0,0,0,0
Sep.19,경춘선,1316,금곡,17,0,1392,360,2460,960,5917,2116,5464,4621,3477,2605,3048,2118,2613,1670,2961,2002,2552,1781,2217,2414,2845,2120,2596,3200,3095,3376,3734,4141,1418,4172,824,1907,712,2340,727,2063,237,1418,11,360,0,0,0,0,0,0
Sep.19,경춘선,1317,평내호평,619,8,5251,993,9209,2673,28405,4329,21378,9122,12729,7540,10567,5904,8504,5383,10176,7146,8025,6755,7679,8956,8269,8820,8085,9818,9063,17659,9417,18183,5652,21914,4597,11169,4421,9975,4186,8800,1753,7307,49,2687,0,0,0,0,0,0
Sep.19,경춘선,1318,천마산,8,0,1187,230,3654,746,8283,1697,6857,1431,5198,1560,3694,1575,3133,1489,3062,1997,2426,2023,2218,2450,1980,2898,2195,2956,2293,4337,2127,5194,918,4953,763,3778,651,2990,394,2194,163,1603,22,417,0,0,0,0,0,0
Sep.19,경춘선,1319,마석,33,0,1479,554,7641,2936,19080,6018,12877,8288,10421,4663,7869,4838,6992,4178,7280,4636,5936,5764,5867,6321,6011,7424,7681,6488,6947,10404,7793,9876,3629,14104,2985,8316,2585,6005,1835,5943,721,2804,30,1249,0,0,0,0,0,0
Sep.19,경춘선,1320,대성리,1,0,1466,80,2109,386,1481,761,1525,1383,1516,1200,2235,1407,2737,887,1455,1271,1295,1865,1163,2627,1436,1526,1720,2176,1762,2153,1438,1810,721,1964,451,1074,345,605,198,605,107,262,2,13,0,0,0,0,0,0
Sep.19,경춘선,1321,청평,3,0,1195,152,2358,895,4171,2453,6384,4563,4020,3762,4245,3300,5096,3177,3996,3355,3717,3247,3949,4254,4152,3489,4771,4940,5399,5317,4520,4702,2082,4369,1389,2127,1314,2477,895,2143,282,1289,11,386,0,0,0,0,0,0
Sep.19,경춘선,1322,상천,0,0,182,45,365,316,657,423,930,1071,676,1059,618,1303,779,1138,769,763,985,492,1249,532,1385,632,1303,665,1216,737,491,620,279,506,103,361,145,348,35,199,13,103,0,61,0,0,0,0,0,0
Sep.19,경춘선,1323,가평,0,0,705,209,1623,956,2995,3129,4056,6169,3019,4706,3671,4966,5179,5129,3644,6946,3510,4446,4478,4837,5188,4935,6163,3364,7150,4053,6004,3768,3260,3433,2819,2032,3386,1800,1038,1468,377,1186,25,403,0,0,0,0,0,0
Sep.19,경춘선,1324,굴봉산,1,0,73,28,73,71,199,187,257,419,311,501,277,746,433,399,315,380,364,292,552,293,573,325,552,270,470,276,283,210,195,156,75,120,58,97,14,79,3,56,0,42,0,0,0,0,0,0
